Synset ID,Lemma,Gendered Word,Gender,Is Gendered Word?,
oewn-10608474-n,shepherdess,ess,F,TRUE,
oewn-10167369-n,grocery boy,boy,M,TRUE,
oewn-10167369-n,grocery boy,boy,M,TRUE,
oewn-10535887-n,regent,gent,M,FALSE,
oewn-10079131-n,ENT man,man,M,TRUE,
oewn-11370954-n,Harriet Tubman,man,M,FALSE,
oewn-11370954-n,Tubman,man,M,FALSE,
oewn-10263180-n,lady's maid,maid,F,TRUE,
oewn-09755870-n,Turcoman,man,M,FALSE,
oewn-09755870-n,Turkoman,man,M,FALSE,
oewn-10265204-n,landman,man,M,TRUE,
oewn-10265204-n,landsman,man,M,TRUE,
oewn-11369734-n,Harry S Truman,man,M,FALSE,
oewn-11369734-n,Harry S. Truman,man,M,FALSE,
oewn-11369734-n,Harry Truman,man,M,FALSE,
oewn-11369734-n,Truman,man,M,FALSE,
oewn-11369734-n,President Truman,man,M,FALSE,
oewn-10595149-n,seedman,man,M,TRUE,
oewn-10595149-n,seedsman,man,M,TRUE,
oewn-10021357-n,superman,man,M,FALSE,
oewn-10134928-n,fugleman,man,M,TRUE,
oewn-10076419-n,end man,man,M,TRUE,
oewn-11157918-n,Henry Wadsworth Longfellow,fellow,M,FALSE,
oewn-11157918-n,Henry Wadsworth Longfellow,fellow,M,FALSE,
oewn-11157918-n,Longfellow,fellow,M,FALSE,
oewn-11157918-n,Longfellow,fellow,M,FALSE,
oewn-10231336-n,International Grandmaster,master,M,FALSE,
oewn-10565985-n,sailing master,master,M,FALSE,
oewn-10126278-n,foster mother,mother,F,TRUE,
oewn-10126278-n,foster mother,mother,F,TRUE,
oewn-10126278-n,foster-mother,mother,F,TRUE,
oewn-10126278-n,foster-mother,mother,F,TRUE,
oewn-10353551-n,motorcycle policeman,policeman,M,TRUE,
oewn-10353551-n,motorcycle policeman,man,M,TRUE,
oewn-10278001-n,practical nurse,nurse,F,FALSE,
oewn-10278001-n,licensed practical nurse,nurse,F,FALSE,
oewn-10762654-n,utility man,man,M,TRUE,
oewn-11117615-n,George S. Kaufman,man,M,FALSE,
oewn-11117615-n,George Simon Kaufman,man,M,FALSE,
oewn-11117615-n,Kaufman,man,M,FALSE,
oewn-09994178-n,journeyman,man,M,TRUE,
oewn-09994178-n,artificer,artificer,M,FALSE,
oewn-09994178-n,craftsman,man,M,TRUE,
oewn-10579111-n,Schoolman,man,M,FALSE,
oewn-10579111-n,medieval Schoolman,man,M,FALSE,
oewn-09901079-n,Bushman,man,M,FALSE,
oewn-10416607-n,paperboy,boy,M,TRUE,
oewn-10416607-n,paperboy,boy,M,TRUE,
oewn-10293049-n,old maid,maid,F,TRUE,
oewn-10293049-n,old maid,old maid,F,TRUE,
oewn-10397093-n,ombudsman,man,M,TRUE,
oewn-11282330-n,David Riesman,man,M,FALSE,
oewn-11282330-n,Riesman,man,M,FALSE,
oewn-10768791-n,old-timer,old-timer,M,TRUE,
oewn-10768791-n,oldtimer,oldtimer,M,TRUE,
oewn-10775729-n,viscountess,viscountess,M,FALSE,
oewn-10609860-n,shipping agent,gent,M,FALSE,
oewn-10106152-n,fieldsman,man,M,TRUE,
oewn-11351058-n,Yves Tanguy,guy,M,FALSE,
oewn-11351058-n,Tanguy,guy,M,FALSE,
oewn-10550252-n,rifleman,man,M,TRUE,
oewn-09892601-n,brakeman,man,M,TRUE,
oewn-10039277-n,frogman,man,M,TRUE,
oewn-10378021-n,night watchman,man,M,TRUE,
oewn-10115433-n,patrolman,man,M,TRUE,
oewn-10566407-n,holy man,man,M,TRUE,
oewn-10674608-n,longshoreman,man,M,TRUE,
oewn-10602198-n,man,man,M,FALSE,
oewn-10602198-n,serviceman,man,M,TRUE,
oewn-10602198-n,military man,man,M,TRUE,
oewn-10429780-n,paymaster,master,M,FALSE,
oewn-10007930-n,dairyman,man,M,TRUE,
oewn-09932698-n,hatcheck girl,girl,F,TRUE,
oewn-09932698-n,hatcheck girl,girl,F,TRUE,
oewn-09932698-n,hatcheck girl,girl,F,TRUE,
oewn-09932698-n,check girl,girl,F,TRUE,
oewn-09932698-n,check girl,girl,F,TRUE,
oewn-09932698-n,check girl,girl,F,TRUE,
oewn-11107081-n,John of Gaunt,aunt,F,FALSE,
oewn-09956514-n,college boy,boy,M,TRUE,
oewn-09956514-n,college boy,boy,M,TRUE,
oewn-09956514-n,college man,man,M,TRUE,
oewn-10563270-n,ruralist,ruralist,M,FALSE,ruralist' is not gendered
oewn-10131457-n,freshman,man,M,FALSE,
oewn-83226323-n,golf widower,widower,M,TRUE,
oewn-09965916-n,company man,man,M,TRUE,
oewn-10630783-n,sleeping beauty,beauty,F,TRUE,
oewn-10640876-n,sod,sod,M,FALSE,
oewn-10067809-n,ejaculator,ejaculator,M,FALSE,
oewn-10908153-n,Henry Cavendish,dish,F,FALSE,
oewn-10908153-n,Cavendish,dish,F,FALSE,
oewn-10183493-n,head linesman,man,M,TRUE,
oewn-09649426-n,peer,peer,M,FALSE,
oewn-09649426-n,compeer,peer,M,FALSE,
oewn-09940867-n,fall guy,guy,M,TRUE,
oewn-10742879-n,traitress,ess,F,TRUE,
oewn-10822446-n,yardman,man,M,TRUE,
oewn-09885360-n,booking agent,gent,M,FALSE,
oewn-10769021-n,ex-serviceman,man,M,TRUE,
oewn-10661153-n,undercover agent,gent,M,FALSE,
oewn-10341412-n,miracle man,man,M,TRUE,
oewn-10121077-n,football hero,hero,M,FALSE,
oewn-10121077-n,football hero,hero,M,FALSE,
oewn-10214185-n,hustler,hustler,F,FALSE,
oewn-09754545-n,Ottoman,man,M,FALSE,
oewn-10007754-n,dairymaid,maid,F,TRUE,
oewn-10007754-n,milkmaid,maid,F,TRUE,
oewn-10420317-n,parliamentary agent,gent,M,FALSE,
oewn-09865763-n,bedfellow,fellow,M,FALSE,
oewn-09865763-n,bedfellow,fellow,M,FALSE,
oewn-10117611-n,flower girl,girl,F,TRUE,
oewn-10117611-n,flower girl,girl,F,TRUE,
oewn-10117611-n,flower girl,girl,F,TRUE,
oewn-10302369-n,housemaid,maid,F,TRUE,
oewn-10302369-n,amah,amah,F,FALSE,
oewn-10302369-n,maid,maid,F,TRUE,
oewn-09850005-n,backroom boy,boy,M,TRUE,
oewn-09850005-n,backroom boy,boy,M,TRUE,
oewn-10491317-n,prima donna,donna,F,TRUE,
oewn-09775831-n,able seaman,man,M,TRUE,
oewn-09775831-n,able-bodied seaman,man,M,TRUE,
oewn-10136924-n,gagman,man,M,TRUE,
oewn-11181402-n,Madonna,donna,F,FALSE,
oewn-10709498-n,talent agent,gent,M,FALSE,
oewn-10760525-n,upstart,tart,F,FALSE,
oewn-10801360-n,feral man,man,M,TRUE,
oewn-10801360-n,wild man,man,M,TRUE,
oewn-10878468-n,Boswell,swell,M,FALSE,
oewn-10878468-n,James Boswell,swell,M,FALSE,
oewn-10483744-n,preacher man,man,M,TRUE,
oewn-11229296-n,Greg Norman,man,M,FALSE,
oewn-11229296-n,Gregory John Norman,man,M,FALSE,
oewn-11229296-n,Norman,man,M,FALSE,
oewn-10460611-n,playfellow,fellow,M,FALSE,
oewn-10460611-n,playfellow,fellow,M,FALSE,
oewn-10607214-n,sheepman,man,M,TRUE,
oewn-10739341-n,townsman,man,M,TRUE,
oewn-10680322-n,straight man,man,M,TRUE,
oewn-10268074-n,Jehovah's Witness,ess,F,FALSE,
oewn-10386665-n,nurse,nurse,F,FALSE,
oewn-10865996-n,Ingrid Bergman,man,M,FALSE,
oewn-10865996-n,Bergman,man,M,FALSE,
oewn-10387393-n,nurse-midwife,midwife,F,TRUE,
oewn-10387393-n,nurse-midwife,wife,F,TRUE,
oewn-10628714-n,slattern,slattern,F,TRUE,
oewn-10628714-n,slut,slut,F,TRUE,
oewn-10628714-n,slut,slut,F,TRUE,
oewn-10628714-n,trollop,trollop,F,TRUE,
oewn-10628714-n,trollop,trollop,F,TRUE,
oewn-10227790-n,inquiry agent,gent,M,FALSE,
oewn-10550684-n,right-hand man,man,M,TRUE,
oewn-10776605-n,visiting nurse,nurse,F,FALSE,
oewn-09835082-n,assignor,signor,M,FALSE,
oewn-09852122-n,bagman,bagman,M,TRUE,
oewn-09852122-n,bagman,man,M,TRUE,
oewn-11074558-n,Hoffman,man,M,FALSE,
oewn-11074558-n,Malvina Hoffman,man,M,FALSE,
oewn-10594533-n,ladies' man,man,M,TRUE,
oewn-10974320-n,Christiaan Eijkman,man,M,FALSE,
oewn-10974320-n,Eijkman,man,M,FALSE,
oewn-09939148-n,choirboy,boy,M,TRUE,
oewn-09939148-n,choirboy,boy,M,TRUE,
oewn-10337542-n,milkman,man,M,TRUE,
oewn-10428183-n,patroness,ess,F,TRUE,
oewn-10201821-n,homeless,ess,F,FALSE,
oewn-10616499-n,signalman,man,M,TRUE,
oewn-11370281-n,John Trumbull,bull,M,FALSE,
oewn-11370281-n,Trumbull,bull,M,FALSE,
oewn-09905221-n,cabin boy,boy,M,TRUE,
oewn-09905221-n,cabin boy,boy,M,TRUE,
oewn-90000401-n,camgirl,girl,F,TRUE,
oewn-90000401-n,camgirl,girl,F,TRUE,
oewn-90000401-n,camgirl,girl,F,TRUE,
oewn-10560292-n,roundsman,man,M,TRUE,
oewn-09797416-n,business agent,gent,M,FALSE,
oewn-10417585-n,paralegal,gal,F,FALSE,
oewn-11067956-n,Hess,ess,F,FALSE,
oewn-11067956-n,Walter Hess,ess,F,FALSE,
oewn-11067956-n,Walter Rudolf Hess,ess,F,FALSE,
oewn-09805332-n,altar boy,boy,M,TRUE,
oewn-09805332-n,altar boy,boy,M,TRUE,
oewn-10525052-n,rainmaker,rainmaker,M,FALSE,
oewn-10288119-n,liveryman,man,M,TRUE,
oewn-10520527-n,question master,master,M,FALSE,
oewn-10520527-n,quizmaster,master,M,FALSE,
oewn-09725944-n,Ingerman,man,M,FALSE,
oewn-10337621-n,mill agent,gent,M,FALSE,
oewn-10127858-n,four-minute man,man,M,FALSE,
oewn-11225236-n,Paul Leonard Newman,man,M,FALSE,
oewn-11225236-n,Paul Newman,man,M,FALSE,
oewn-11225236-n,Newman,man,M,FALSE,
oewn-10496513-n,privateersman,man,M,FALSE,
oewn-10064687-n,editor in chief,chief,M,FALSE,
oewn-09992476-n,cowboy,boy,M,TRUE,
oewn-09992476-n,cowboy,boy,M,TRUE,
oewn-09992476-n,cowboy,cowboy,M,TRUE,
oewn-10306552-n,maltman,man,M,TRUE,
oewn-09928136-n,chapman,man,M,TRUE,
oewn-10823295-n,yeoman,man,M,TRUE,
oewn-10456781-n,placeman,man,M,TRUE,
oewn-10712548-n,internal revenue agent,gent,M,FALSE,
oewn-10712548-n,taxman,man,M,TRUE,
oewn-10712548-n,exciseman,man,M,TRUE,
oewn-09863124-n,batman,man,M,TRUE,
oewn-10684629-n,strongman,man,M,TRUE,
oewn-09749546-n,Northman,man,M,TRUE,
oewn-10183618-n,headman,man,M,TRUE,
oewn-10183618-n,tribal chief,chief,M,FALSE,
oewn-10183618-n,chief,chief,M,FALSE,
oewn-10153370-n,G-man,man,M,TRUE,
oewn-10153370-n,government man,man,M,TRUE,
oewn-10153370-n,FBI agent,gent,M,FALSE,
oewn-10007849-n,dairyman,man,M,TRUE,
oewn-09878963-n,chargeman,man,M,TRUE,
oewn-10480626-n,poultryman,man,M,TRUE,
oewn-09886717-n,border patrolman,man,M,TRUE,
oewn-10240156-n,jazzman,man,M,TRUE,
oewn-10910620-n,John Chapman,man,M,FALSE,
oewn-10910620-n,Chapman,man,M,FALSE,
oewn-10673454-n,amanuensis,sis,F,FALSE,
oewn-09896590-n,brother,brother,M,TRUE,
oewn-10790559-n,water witch,witch,F,TRUE,
oewn-10790559-n,water witch,witch,F,TRUE,
oewn-10765000-n,man,man,M,FALSE,
oewn-10765000-n,gentleman,gentleman,M,TRUE,
oewn-10765000-n,gentleman,man,M,TRUE,
oewn-10765000-n,gentleman's gentleman,gentleman,M,TRUE,
oewn-10765000-n,gentleman's gentleman,man,M,TRUE,
oewn-10758625-n,general agent,gent,M,FALSE,
oewn-10758625-n,universal agent,gent,M,FALSE,
oewn-10655738-n,spinster,spinster,F,TRUE,
oewn-11074437-n,Hoffman,man,M,FALSE,
oewn-11074437-n,Dustin Hoffman,man,M,FALSE,
oewn-10967620-n,George Eastman,man,M,FALSE,
oewn-10967620-n,Eastman,man,M,FALSE,
oewn-09993154-n,coxswain,swain,M,FALSE,
oewn-09903961-n,pantryman,man,M,TRUE,
oewn-10658867-n,sporting man,man,M,TRUE,
oewn-10651127-n,special agent,gent,M,FALSE,
oewn-10459494-n,playboy,boy,M,TRUE,
oewn-10459494-n,playboy,boy,M,TRUE,
oewn-10283277-n,lineman,man,M,TRUE,
oewn-09865673-n,bedfellow,fellow,M,FALSE,
oewn-09865673-n,bedfellow,fellow,M,FALSE,
oewn-10787100-n,wardress,ess,F,TRUE,
oewn-10139148-n,games-master,master,M,FALSE,
oewn-10139148-n,games-mistress,mistress,F,TRUE,
oewn-10139148-n,games-mistress,mistress,F,TRUE,
oewn-10139148-n,games-mistress,mistress,F,TRUE,
oewn-10139148-n,games-mistress,ess,F,TRUE,
oewn-10569647-n,sandboy,boy,M,TRUE,
oewn-10569647-n,sandboy,boy,M,TRUE,
oewn-10159689-n,governess,ess,F,TRUE,
oewn-10216023-n,iceman,man,M,TRUE,
oewn-09782244-n,success,ess,F,FALSE,
oewn-10139987-n,garbage man,man,M,TRUE,
oewn-10139987-n,garbageman,man,M,TRUE,
oewn-10139987-n,dustman,man,M,TRUE,
oewn-10137072-n,gagman,man,M,TRUE,
oewn-10520091-n,queen dowager,dowager,F,TRUE,
oewn-09881589-n,boatswain,swain,M,FALSE,
oewn-09953671-n,college girl,girl,F,TRUE,
oewn-09953671-n,college girl,girl,F,TRUE,
oewn-09953671-n,college girl,girl,F,TRUE,
oewn-09979596-n,middleman,man,M,TRUE,
oewn-10551505-n,ringmaster,master,M,FALSE,
oewn-10420525-n,parlormaid,maid,F,TRUE,
oewn-10420525-n,parlourmaid,maid,F,TRUE,
oewn-10527285-n,rare bird,bird,F,FALSE,
oewn-10789977-n,water boy,boy,M,TRUE,
oewn-10789977-n,water boy,boy,M,TRUE,
oewn-10222754-n,Indian agent,gent,M,FALSE,
oewn-10489196-n,PR man,man,M,TRUE,
oewn-10489196-n,press agent,gent,M,FALSE,
oewn-10489196-n,public relations man,man,M,TRUE,
oewn-10489196-n,publicity man,man,M,TRUE,
oewn-10184590-n,headman,man,M,TRUE,
oewn-10184590-n,headsman,man,M,TRUE,
oewn-10565619-n,cracksman,man,M,TRUE,
oewn-09909644-n,camp follower,camp follower,F,FALSE,
oewn-09947594-n,churchman,man,M,TRUE,
oewn-09880801-n,sailor boy,boy,M,TRUE,
oewn-09880801-n,sailor boy,boy,M,TRUE,
oewn-09880801-n,navy man,man,M,TRUE,
oewn-09996708-n,crewman,man,M,TRUE,
oewn-10196310-n,hired man,man,M,TRUE,
oewn-09912467-n,police chief,chief,M,FALSE,
oewn-09952246-n,coastguardsman,man,M,TRUE,
oewn-10230706-n,middleman,man,M,TRUE,
oewn-10366935-n,nautch girl,girl,F,TRUE,
oewn-10366935-n,nautch girl,girl,F,TRUE,
oewn-10366935-n,nautch girl,girl,F,TRUE,
oewn-10497298-n,student nurse,nurse,F,TRUE,
oewn-10241190-n,Jesuit,suit,M,FALSE,
oewn-10742407-n,trainman,man,M,TRUE,
oewn-10742407-n,railroad man,man,M,TRUE,
oewn-10742407-n,railway man,man,M,TRUE,
oewn-10742407-n,railwayman,man,M,TRUE,
oewn-10462606-n,pipe fitter,fitter,M,FALSE,
oewn-10113427-n,fisherman,man,M,TRUE,
oewn-09902904-n,buster,buster,M,FALSE,
oewn-11068104-n,Hess,ess,F,FALSE,
oewn-11068104-n,Dame Myra Hess,ess,F,FALSE,
oewn-09900985-n,bushman,man,M,TRUE,
oewn-11286693-n,Rochambeau,beau,M,FALSE,
oewn-11286693-n,Rochambeau,beau,M,FALSE,
oewn-11286693-n,Comte de Rochambeau,beau,M,FALSE,
oewn-11286693-n,Comte de Rochambeau,beau,M,FALSE,
oewn-10129595-n,free agent,gent,M,FALSE,
oewn-10532713-n,rewrite man,man,M,TRUE,
oewn-11024857-n,Goldman,man,M,FALSE,
oewn-11024857-n,Emma Goldman,man,M,FALSE,
oewn-09914932-n,career man,man,M,TRUE,
oewn-10224540-n,infantryman,man,M,TRUE,
oewn-09982445-n,yard bird,yard bird,M,FALSE,
oewn-09982445-n,yard bird,bird,F,FALSE,
oewn-09982445-n,yardbird,yardbird,M,FALSE,
oewn-09982445-n,yardbird,bird,F,FALSE,
oewn-10264610-n,land agent,gent,M,FALSE,
oewn-11376631-n,Otho,ho,F,FALSE,
oewn-10157889-n,good guy,guy,M,TRUE,
oewn-10061492-n,early bird,bird,F,FALSE,
oewn-10773007-n,vigilance man,man,M,TRUE,
oewn-09764463-n,Oklahoman,man,M,FALSE,
oewn-11168738-n,Madonna,donna,F,FALSE,
oewn-09922184-n,cave man,man,M,TRUE,
oewn-09922184-n,caveman,man,M,TRUE,
oewn-10170076-n,insurgent,gent,M,FALSE,
oewn-10181947-n,modiste,modiste,F,FALSE,
oewn-10293135-n,underboss,boss,M,FALSE,
oewn-10683779-n,striptease,tease,F,FALSE,
oewn-10652848-n,witness,ess,F,FALSE,
oewn-10652848-n,looker,looker,F,FALSE,
oewn-11256033-n,Sir Isaac Pitman,man,M,FALSE,
oewn-11256033-n,Pitman,man,M,FALSE,
oewn-09996612-n,crewman,man,M,TRUE,
oewn-10407411-n,outfitter,fitter,M,FALSE,
oewn-10060037-n,Dutch uncle,uncle,M,TRUE,
oewn-09862831-n,bat boy,boy,M,TRUE,
oewn-09862831-n,bat boy,boy,M,TRUE,
oewn-10008135-n,dalesman,man,M,TRUE,
oewn-10107637-n,filibuster,buster,M,FALSE,
oewn-11313147-n,George Guess,ess,F,FALSE,
oewn-10308837-n,man,man,M,TRUE,
oewn-11081729-n,Housman,man,M,FALSE,
oewn-11081729-n,A. E. Housman,man,M,FALSE,
oewn-11081729-n,Alfred Edward Housman,man,M,FALSE,
oewn-09781176-n,customer's man,man,M,TRUE,
oewn-09899082-n,bullyboy,boy,M,TRUE,
oewn-09899082-n,bullyboy,boy,M,TRUE,
oewn-09955673-n,workfellow,fellow,M,FALSE,
oewn-09955673-n,workfellow,fellow,M,FALSE,
oewn-10615756-n,sidesman,man,M,TRUE,
oewn-11352063-n,Tasman,man,M,FALSE,
oewn-11352063-n,Abel Janszoon Tasman,man,M,FALSE,
oewn-11352063-n,Abel Tasman,man,M,FALSE,
oewn-10791957-n,webmaster,master,M,FALSE,
oewn-10593869-n,section man,man,M,TRUE,
oewn-09801838-n,alderman,man,M,TRUE,
oewn-10177912-n,Haman,man,M,FALSE,
oewn-09869006-n,sweetheart,sweetheart,F,FALSE,
oewn-09796453-n,agent,gent,M,FALSE,
oewn-10236360-n,hardwareman,man,M,TRUE,
oewn-10260211-n,odd fellow,fellow,M,FALSE,
oewn-10260211-n,odd fellow,fellow,M,FALSE,
oewn-10260211-n,queer bird,bird,F,FALSE,
oewn-10426650-n,patriarch,patriarch,M,TRUE,
oewn-10426650-n,patriarch,patriarch,M,TRUE,
oewn-10453501-n,ponce,ponce,M,FALSE,
oewn-10453501-n,fancy man,man,M,TRUE,
oewn-10068420-n,elder statesman,statesman,M,TRUE,
oewn-10068420-n,elder statesman,man,M,TRUE,
oewn-10178882-n,odd-job man,man,M,TRUE,
oewn-10178882-n,handyman,man,M,TRUE,
oewn-09917055-n,newsboy,boy,M,TRUE,
oewn-09917055-n,newsboy,boy,M,TRUE,
oewn-10288775-n,lockman,man,M,TRUE,
oewn-10288775-n,lockmaster,master,M,FALSE,
oewn-10349502-n,Monsignor,signor,M,FALSE,
oewn-10230873-n,houseman,man,M,TRUE,
oewn-10637750-n,sob sister,sister,F,FALSE,
oewn-10181460-n,hatchet man,man,M,TRUE,
oewn-11180666-n,Groucho,ho,F,FALSE,
oewn-10104986-n,swordsman,man,M,TRUE,
oewn-09793385-n,adman,man,M,FALSE,
oewn-10646919-n,soundman,man,M,TRUE,
oewn-10218378-n,idolatress,ess,F,FALSE,
oewn-10424974-n,past master,master,M,FALSE,
oewn-10734679-n,tomboy,boy,M,TRUE,
oewn-10734679-n,tomboy,boy,M,TRUE,
oewn-10014346-n,deaconess,ess,F,TRUE,
oewn-11335374-n,Steinman,man,M,FALSE,
oewn-11335374-n,David B. Steinman,man,M,FALSE,
oewn-11335374-n,David Barnard Steinman,man,M,FALSE,
oewn-10395493-n,old master,master,M,FALSE,
oewn-09632185-n,benefactress,actress,F,TRUE,
oewn-09632185-n,benefactress,ess,F,TRUE,
oewn-11201624-n,Comte de Mirabeau,beau,M,FALSE,
oewn-11201624-n,Comte de Mirabeau,beau,M,FALSE,
oewn-11201624-n,Mirabeau,beau,M,FALSE,
oewn-11201624-n,Mirabeau,beau,M,FALSE,
oewn-11067696-n,Hess,ess,F,FALSE,
oewn-11067696-n,Rudolf Hess,ess,F,FALSE,
oewn-11067696-n,Walther Richard Rudolf Hess,ess,F,FALSE,
oewn-10075655-n,foeman,man,M,TRUE,
oewn-10204124-n,hooker,hooker,F,FALSE,
oewn-11425433-n,Zeeman,man,M,FALSE,
oewn-11425433-n,Pieter Zeeman,man,M,FALSE,
oewn-10734333-n,toll agent,gent,M,FALSE,
oewn-10734333-n,tollman,man,M,TRUE,
oewn-10337375-n,militiaman,man,M,TRUE,
oewn-10400198-n,Orangeman,man,M,TRUE,
oewn-10803410-n,wireman,man,M,TRUE,
oewn-09880059-n,blood brother,blood brother,M,TRUE,
oewn-09880059-n,blood brother,brother,M,TRUE,
oewn-09778642-n,schoolman,man,M,TRUE,
oewn-11229418-n,Jessye Norman,man,M,FALSE,
oewn-11229418-n,Norman,man,M,FALSE,
oewn-11054870-n,Stephen Hawking,king,M,FALSE,
oewn-11054870-n,Stephen Hawking,king,M,FALSE,
oewn-11054870-n,Stephen William Hawking,king,M,FALSE,
oewn-11054870-n,Stephen William Hawking,king,M,FALSE,
oewn-11054870-n,Hawking,king,M,FALSE,
oewn-11054870-n,Hawking,king,M,FALSE,
oewn-10391029-n,office boy,boy,M,TRUE,
oewn-10391029-n,office boy,boy,M,TRUE,
oewn-09792668-n,resister,sister,F,FALSE,
oewn-10299827-n,master,master,M,FALSE,
oewn-10004490-n,customer agent,gent,M,FALSE,
oewn-10539702-n,Renaissance man,man,M,FALSE,
oewn-09837427-n,spaceman,man,M,TRUE,
oewn-10779867-n,votary,votary,M,FALSE,
oewn-10098113-n,paramour,paramour,F,FALSE,
oewn-10098113-n,fancy man,man,M,TRUE,
oewn-09732504-n,Dutchman,man,M,TRUE,
oewn-10766249-n,liegeman,man,M,TRUE,
oewn-09789352-n,claim agent,gent,M,FALSE,
oewn-10322977-n,matron,matron,F,TRUE,
oewn-10322977-n,matron,matron,F,TRUE,
oewn-10068293-n,elder statesman,statesman,M,TRUE,
oewn-10068293-n,elder statesman,man,M,TRUE,
oewn-09871587-n,bey,bey,M,FALSE,
oewn-10155983-n,gold digger,gold digger,F,FALSE,
oewn-10137865-n,gallows bird,bird,F,FALSE,
oewn-10810861-n,working man,man,M,TRUE,
oewn-10810861-n,workingman,man,M,TRUE,
oewn-10810861-n,workman,man,M,TRUE,
oewn-10684445-n,strongman,man,M,TRUE,
oewn-10499146-n,prodigal,gal,F,FALSE,
oewn-10865820-n,Ingmar Bergman,man,M,FALSE,
oewn-10865820-n,Bergman,man,M,FALSE,
oewn-10229738-n,insurgent,gent,M,FALSE,
oewn-11224952-n,John Henry Newman,man,M,FALSE,
oewn-11224952-n,Cardinal Newman,man,M,FALSE,
oewn-11224952-n,Newman,man,M,FALSE,
oewn-10588855-n,intelligence agent,gent,M,FALSE,
oewn-10588855-n,secret agent,gent,M,FALSE,
oewn-10553431-n,roadman,roadman,M,TRUE,
oewn-10553431-n,roadman,man,M,TRUE,
oewn-09955448-n,fellow,fellow,M,FALSE,
oewn-09955448-n,fellow,fellow,M,FALSE,
oewn-10356617-n,muffin man,man,M,TRUE,
oewn-10812808-n,matman,man,M,TRUE,
oewn-10087600-n,everyman,man,M,TRUE,
oewn-09659757-n,soul brother,brother,M,TRUE,
oewn-10702400-n,sweetheart,sweetheart,F,FALSE,
oewn-10342459-n,ape-man,man,M,FALSE,
oewn-10566190-n,crewman,man,M,TRUE,
oewn-09992602-n,cowboy,boy,M,TRUE,
oewn-09992602-n,cowboy,boy,M,TRUE,
oewn-09992602-n,cowboy,cowboy,M,TRUE,
oewn-10205301-n,horseman,horseman,M,TRUE,
oewn-10205301-n,horseman,man,M,TRUE,
oewn-10283628-n,linesman,man,M,TRUE,
oewn-10807040-n,wolf boy,boy,M,TRUE,
oewn-10807040-n,wolf boy,boy,M,TRUE,
oewn-10436654-n,false witness,ess,F,FALSE,
oewn-11349502-n,Tallchief,chief,M,FALSE,
oewn-11349502-n,Maria Tallchief,chief,M,FALSE,
oewn-10394240-n,oilman,man,M,TRUE,
oewn-10375148-n,freshman,man,M,FALSE,
oewn-10550146-n,rifleman,man,M,TRUE,
oewn-10123978-n,honcho,ho,F,FALSE,
oewn-09921806-n,cavalryman,man,M,TRUE,
oewn-10456474-n,pivot man,man,M,TRUE,
oewn-10047201-n,double agent,gent,M,FALSE,
oewn-09900347-n,burgomaster,master,M,FALSE,
oewn-10730902-n,timberman,man,M,TRUE,
oewn-09851898-n,baggageman,man,M,TRUE,
oewn-10229332-n,general agent,gent,M,FALSE,
oewn-10229332-n,insurance agent,gent,M,FALSE,
oewn-89388690-n,king,king,M,TRUE,
oewn-89388690-n,king,king,M,TRUE,
oewn-10365033-n,narcotics agent,gent,M,FALSE,
oewn-10152508-n,trencherman,man,M,TRUE,
oewn-10129431-n,free agent,gent,M,FALSE,
oewn-10344909-n,apotheosis,sis,F,FALSE,
oewn-10023138-n,den mother,mother,F,TRUE,
oewn-10023138-n,den mother,mother,F,TRUE,
oewn-11310643-n,Seaman,man,M,FALSE,
oewn-11310643-n,Elizabeth Cochrane Seaman,man,M,FALSE,
oewn-11310643-n,Elizabeth Seaman,man,M,FALSE,
oewn-10728625-n,third baseman,man,M,TRUE,
oewn-09951966-n,pitman,man,M,TRUE,
oewn-09717733-n,Chinaman,man,M,TRUE,
oewn-09898610-n,bull,bull,M,FALSE,
oewn-10771378-n,vice-regent,gent,M,FALSE,
oewn-10160449-n,graduate nurse,nurse,F,FALSE,
oewn-10160449-n,trained nurse,nurse,F,FALSE,
oewn-10105218-n,ferryman,man,M,TRUE,
oewn-10457357-n,plainclothesman,man,M,TRUE,
oewn-11067516-n,Hess,ess,F,FALSE,
oewn-11067516-n,Victor Francis Hess,ess,F,FALSE,
oewn-11067516-n,Victor Franz Hess,ess,F,FALSE,
oewn-11067516-n,Victor Hess,ess,F,FALSE,
oewn-10773949-n,ravisher,ravisher,F,FALSE,
oewn-89782767-n,first gentleman,gentleman,M,TRUE,
oewn-89782767-n,first gentleman,man,M,TRUE,
oewn-11370509-n,Jonathan Trumbull,bull,M,FALSE,
oewn-11370509-n,Trumbull,bull,M,FALSE,
oewn-10892092-n,Burgess,ess,F,FALSE,
oewn-10892092-n,Anthony Burgess,ess,F,FALSE,
oewn-10737570-n,tough guy,guy,M,TRUE,
oewn-10069171-n,lineman,man,M,TRUE,
oewn-10069171-n,linesman,man,M,TRUE,
oewn-10762538-n,utility man,man,M,TRUE,
oewn-10212645-n,huntsman,man,M,TRUE,
oewn-10621666-n,sister,sister,F,TRUE,
oewn-10738916-n,townsman,man,M,TRUE,
oewn-09797585-n,literary agent,gent,M,FALSE,
oewn-09987658-n,barrow-boy,boy,M,TRUE,
oewn-09987658-n,barrow-boy,boy,M,TRUE,
oewn-09987658-n,barrow-man,man,M,TRUE,
oewn-10334361-n,midshipman,man,M,TRUE,
